Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Label
599.3428306022465,13.215052695127783,17.786289981334548,509.7140162197966,1011.2569806794395,154.91030728395285,41.576755193362715,33.20152407839465,18.320005385769047,128.82683696492836,7.061189175981159,31.406990867193024,11.125398933924906,107.93831465987624,3.6016940792126793,40.32890182772151,19.446802420280203,33.949049410821665,5.243005898052603,BENIGN
472.3471397657631,16.94500536946347,17.266588740285332,972.507176531564,1605.08098840624,146.79458855616983,51.25794966370117,41.15461600628224,13.519419756589535,88.90105789748615,2.6892904659099206,24.606724935026527,13.531754304026162,87.39983114948016,2.7130931570025925,27.025613986343714,8.723118649004721,75.53181445169939,7.691757413324509,BENIGN
629.5377076201385,14.026189389548572,7.5078412335560705,1206.485796853707,1120.7252610790729,197.5895378009768,46.822039065667454,14.947618103243714,14.667067954484892,82.6125732564083,6.150874380448294,21.427898934255936,14.940567840789187,89.61218570361044,4.671057348413662,18.252217753542986,19.92592810331439,85.76835021889782,1.7568517162393804,BENIGN
804.6059712816051,21.104180469461195,19.636673774109905,1574.8344554623457,1236.227705887056,226.64155707131104,14.441716036141653,47.39605665818333,14.12308814432217,127.9993647434485,3.761523083677264,26.34411986352671,7.266541516134177,49.85476818923064,2.4780586713651025,40.52764732992022,16.898299116393517,107.26938632779344,4.16920243813297,BENIGN
453.1693250553328,31.971785314619126,3.079338595387055,2012.081163303439,1486.956242655087,184.34234720673084,36.27559395944146,33.30086784276266,17.57026840298168,18.053808046987513,4.345194387258095,7.985796459935639,12.40295592795237,90.03644500184627,5.701502002945369,26.981408655181923,8.941794819738359,85.30608402464352,4.31534646953155,BENIGN
453.1726086101639,12.289578428587955,9.766525393917371,1847.0679716858822,1176.4146372604237,200.57718755852315,53.05559098168488,31.097264088995846,16.43065233060133,61.73763026192641,5.095208533733835,9.94361502426283,10.396149534442047,95.79189316710915,6.083425095581518,23.20491142158184,14.487137555377876,113.18973122739726,3.612391743707637,BENIGN
815.8425631014783,30.00820497768414,0.0,910.3376007762572,472.8608566680564,139.12978838467927,48.360806448758595,20.48415200911141,24.531599686266247,107.27958715796409,4.761017896546882,28.28064709106257,8.654797575403403,104.40005800916833,2.546014365745002,35.994258971907456,14.35808847533556,118.91930623812951,4.39110384102926,BENIGN
653.4869458305818,12.183279276531124,27.469012135702517,1314.1438689171737,1616.235001821419,156.27024030695674,24.362591589055505,23.631602176180174,13.079282508340675,125.14095904106583,1.6477887170141297,13.105044250706372,9.433174280948625,66.26541280425464,4.614224187527702,32.92847159376477,9.502580706535873,104.45876372834354,5.607756872550594,BENIGN
406.1051228130096,11.523727875031158,13.147604048437636,1538.1877943512832,1701.9715319660206,224.286603679982,48.31806948528882,26.224568353413368,23.964261387826294,125.40327958089514,7.763624042326633,18.994576187034024,13.992822754986278,105.9225316279674,2.602448558628752,29.108390321016145,15.805708817482595,75.5774739932499,3.7352260005561657,BENIGN
608.5120087171929,28.185946183432133,32.33507227853049,1368.8964377767502,467.55356335982265,176.33557301291142,58.2977850360888,15.741461009356463,5.941280870508072,18.308062906736936,7.268818437517794,26.67397801260352,6.112379162986752,104.04137231908646,1.3435455665311853,22.646369457503255,11.765645866587931,93.5472383910606,6.095035170586785,BENIGN
407.31646143750754,29.219363780076165,21.42359941215596,1365.3523870658528,782.6835177353848,137.89850621185923,20.474019275791,26.851688178126885,17.447615176247737,85.4768705494223,4.7073670137477395,32.08816224076165,8.65790502957018,69.13342635158335,3.067790476176765,25.69249350074645,8.868588746389536,80.02573753181068,0.4942974014348014,BENIGN
406.85404928594863,28.514099367626542,18.584785706808194,638.6283376728641,2009.5518469942044,151.62752773936876,0.7953252277486271,21.078731613046973,7.071971391388539,125.8119724090211,6.868797253458168,28.078017279253515,10.451578607750484,101.31381555686461,3.566697240692209,32.28553588228303,18.338807950202852,130.91494104214718,1.4235531584768029,BENIGN
548.3924543132068,6.842025917818589,10.310178445752005,923.6329244301797,1292.8138714015647,201.85756451522752,75.4812677281437,36.8295755688133,9.880547239737924,69.19057984785063,4.20460967732405,24.287172826246728,14.248926717651882,59.26975837904226,2.2362978799394635,24.955294927188007,8.259587895032226,89.37769586459542,8.69809306935629,BENIGN
117.34395106844045,15.340490219279491,6.62919971450064,1298.5300754303635,1201.420509308146,206.31135051620745,46.30669828155487,0.0,10.126702218676972,92.99942241916494,3.035605112511032,24.851285089996964,9.788913289951077,43.737223861707804,4.394964487200896,25.782554759103448,10.39582353716282,82.33011164168613,4.349596087406447,BENIGN
155.01643349739345,28.22988592003321,19.18377259117556,0.0,1029.4466371801718,107.8934429190113,30.854163422176107,27.529632555328146,9.73763892520449,113.53010847792734,5.10882602840115,21.681685636009373,8.83023525477571,68.30269972407889,4.4843043860482,20.79880938621877,21.226065429696682,120.28016908865125,5.706615696664542,BENIGN
